,Av,Av_err,age,age_err,d_kpc,dkpc_err,feh,feh_err,mass,mass_err,BV,B,V,logg,teff,jmag,hmag,kmag,parallax,prot
34,0.8626253452385126,0.01,9.883175517312978,1.9766351034625957,0.974420533177408,0.0974420533177408,0.18567609894782428,0.01,0.5978736913055674,0.1,1.612684918967318,21.10287293309161,19.490188014124293,4.700418778028754,3916.580581266444,16.17311984307012,15.379957135384306,15.174789996266885,1.026250952183019,57.29276181359339
36,0.16583799754650574,0.01,9.741974508560157,1.9483949017120314,0.839704365177913,0.0839704365177913,0.0991176627735833,0.01,0.5857185679754696,0.1,1.405727158598733,19.88297868804849,18.477251529449756,4.713244866416972,3930.382019760594,15.722724520280837,15.007143829908872,14.838442232988644,1.1908953215791895,45.08680787295458
37,0.9356912865543928,0.01,9.20891167216619,1.841782334433238,0.4130073530548424,0.04130073530548424,-0.08245130867779604,0.01,0.5863832057441553,0.1,1.5868749005793745,19.02826978516064,17.441394884581264,4.721054109040972,4054.452671669501,14.302587464304203,13.513996460263291,13.320830098709113,2.421264397845266,24.22324609148633
38,0.4959506211694701,0.01,9.976770995559423,1.9953541991118848,0.8564785208235709,0.08564785208235709,0.07783373369931773,0.01,0.5212363621818585,0.1,1.5449705036360335,20.917022380993384,19.37205187735735,4.758815636291073,3794.452341149962,16.194925294662657,15.465297478671303,15.256650934570068,1.1675716035919057,63.31385965011378
39,0.9710921949555567,0.01,9.789252860437552,1.9578505720875103,0.21612504461494092,0.021612504461494094,0.09342592755958706,0.01,0.8725104707310132,0.1,1.0902177823958006,14.410772334684578,13.320554552288778,4.526731724784388,5241.714809697256,11.190630905485252,10.650240578899156,10.54671037648177,4.626951040226039,42.27763273418328
41,0.08771786554432015,0.01,9.801096380092686,1.9602192760185373,0.7233516530598447,0.07233516530598448,0.04926190139686587,0.01,0.5674964557702389,0.1,1.392989821375025,19.547860361801355,18.15487054042633,4.7233287265013715,3914.496265908766,15.455356240598476,14.753137960717705,14.584461594782358,1.382453466125234,48.39050695285528
43,0.5063728667185838,0.01,10.09690058966525,2.01938011793305,0.6682321096868292,0.06682321096868292,0.18058334368478413,0.01,0.5316084048806804,0.1,1.5443770631578424,20.484523323011764,18.940146259853922,4.753218264319439,3755.549654324131,15.66158836453015,14.928656703027674,14.716718311043106,1.4964860046438888,73.70502199290425
45,0.4369557387760915,0.01,9.965133791546577,1.9930267583093155,0.14428209715473808,0.01442820971547381,0.14843279154214234,0.01,0.740012824800505,0.1,1.204190490554149,14.386467407798943,13.182276917244794,4.591358943244427,4559.445052995336,10.927499773815518,10.256664696626459,10.148254999099,6.930866820763847,55.57797292285763
46,0.7884411651598299,0.01,9.847225511645009,1.9694451023290018,0.7888372697707081,0.07888372697707081,0.08131172203105558,0.01,0.7768025129255349,0.1,1.2149428706311411,18.071923150495778,16.856980279864636,4.5863214442527145,4756.321765229806,14.518728372458424,13.869490852249195,13.754557607089561,1.2676885820705084,48.07939710212439
47,0.872281832233046,0.01,10.107701180026753,2.0215402360053507,0.8123340634333079,0.0812334063433308,0.11454415130779133,0.01,0.8261453357145604,0.1,1.0976415885156285,17.245055058537783,16.147413470022155,4.470036485137174,5131.830481169504,14.023882139197886,13.467550500479517,13.365056088790697,1.2310206416477565,63.505217302821144
50,0.15694646207099172,0.01,9.87961455607952,1.9759229112159042,0.5528127879942852,0.055281278799428527,0.11240260601806745,0.01,0.7761816705687458,0.1,1.042685150623063,16.53089582548461,15.488210674861547,4.582542454650231,4728.935380401977,13.597532071744368,13.006112647945272,12.922366710862088,1.8089306573898172,46.28320781209195
51,0.5851787226703898,0.01,10.004259489631572,2.0008518979263146,0.4757223092026084,0.04757223092026084,-0.16470951697559705,0.01,0.7896737077670835,0.1,0.9254796765604709,15.602478762448925,14.676999085888454,4.512793990291919,5298.835777570718,12.872182889666952,12.377965555687213,12.297991844803711,2.1020666482431114,50.61900659242546
52,0.7501032530338145,0.01,9.119429009985712,1.8238858019971425,0.5725417493649442,0.05725417493649442,-0.06338366218387045,0.01,1.1002962416553257,0.1,0.7233232631010384,14.60009535332241,13.87677209022137,4.425435514204235,6172.944025007124,12.363936012174248,12.007352101843983,11.944364905110241,1.7465975208081976,13.903229505595537
53,0.49403133187635173,0.01,9.83821066362226,1.967642132724452,0.6212375124746765,0.062123751247467655,-0.0207863588740059,0.01,0.5354975909589056,0.1,1.5336741651923518,19.9495833975579,18.41590923236555,4.75113107852777,3877.980803768677,15.395684397634085,14.664788649887504,14.46512933695676,1.6096903034984755,52.95347428370774
55,0.21259565821888093,0.01,9.118525016771578,1.8237050033543156,0.7045011364909844,0.07045011364909845,-0.16537943572212638,0.01,0.9241027183801223,0.1,0.6919125490159956,15.368967312469636,14.67705476345364,4.5473011666812075,5699.048472427525,13.358086428922746,12.980661015747906,12.933610406161568,1.4194441260674915,13.371583904862002
57,0.412182149657382,0.01,9.794429155957232,1.9588858311914465,0.2405788498290714,0.024057884982907143,-0.0029728880393602997,0.01,0.7203818393666747,0.1,1.1513703824449912,15.427795539770255,14.276425157325264,4.618274806028505,4612.283376886127,12.101152476389691,11.446428579930462,11.343874365507334,4.156641370222232,43.77636815330184
59,0.8662538063099389,0.01,10.130165827671105,2.026033165534221,0.7453304940065689,0.0745330494006569,0.01681268028031932,0.01,0.8429737036007997,0.1,1.0089491090463412,16.567329896572538,15.558380787526197,4.4160897863167206,5347.530624261426,13.573192183346393,13.064859290776322,12.971836412919245,1.3416866853581153,62.42184482110663
60,0.3501315774526418,0.01,10.141626988024107,2.0283253976048217,0.6150568458812842,0.06150568458812842,0.17984185238431483,0.01,0.6530705541563101,0.1,1.3821191413126037,18.626434627264505,17.2443154859519,4.631739587793215,4141.278199021544,14.602333083192539,13.852072743379148,13.708457876676196,1.6258659775864295,74.21487784102497
61,0.4126767307898316,0.01,10.036543834048722,2.0073087668097442,0.7931726613911657,0.07931726613911658,-0.02747646785142241,0.01,0.582572041762978,0.1,1.446166255762904,19.76725622069998,18.321089964937077,4.694702329352935,4034.6999020132325,15.551985782230581,14.81201803404703,14.644035634664728,1.2607595403579273,66.31961039385848
64,0.7560292854398619,0.01,9.71949337533698,1.9438986750673959,0.017187414523740896,0.0017187414523740898,0.036353742728686134,0.01,0.8976418673771236,0.1,0.9628774679336765,8.335969763890626,7.373092295956949,4.515240433475389,5408.663634681511,5.502553504492461,5.019623335159015,4.934010581743094,58.18210753099046,36.13146490860799
66,0.944584657386319,0.01,10.100974613469608,2.0201949226939218,0.1338019957594551,0.013380199575945509,0.13233488625217155,0.01,0.8337872403564984,0.1,1.1108707007558216,13.33973138761981,12.228860686863989,4.459507009644512,5160.689935388203,10.069630193085748,9.513266639171128,9.408019256826195,7.473730076476346,63.362476500590695
67,0.5208731692839486,0.01,9.469233448804017,1.8938466897608035,0.4403830029894646,0.04403830029894646,0.16159440244638268,0.01,0.8331199955746096,0.1,1.0894500260451423,16.12146170465836,15.032011678613216,4.586681555720855,4901.396232625531,13.006423203841589,12.429100219162805,12.334273792403405,2.2707506720551685,28.179834429255845
68,0.7526484514904607,0.01,10.007709527740802,2.0015419055481605,0.9879452365005124,0.09879452365005124,-0.0766400527933219,0.01,0.6081137745412803,0.1,1.4605146602497356,20.163453418104435,18.7029387578547,4.666084484660459,4195.173132049877,15.858760200809156,15.087185377336239,14.925756836352546,1.0122018539632702,64.22564039599187
69,0.348705742739716,0.01,9.949907854716537,1.9899815709433075,0.13570033430334646,0.013570033430334647,0.0982683303115221,0.01,0.8050420355320852,0.1,1.0140022011572434,13.223347077089148,12.209344875931905,4.550991365129245,4937.172298774121,10.343356406631598,9.791495298124579,9.70810728402601,7.369178603234578,49.82030237638458
70,0.8419175803352414,0.01,9.459470552885433,1.8918941105770868,0.9090312268409481,0.09090312268409481,0.11377953902651322,0.01,0.5970989046005936,0.1,1.5990912946248734,20.85654771571483,19.257456421089955,4.711615567103895,3951.30877889714,16.017704046575883,15.228897236580192,15.02883157595018,1.1000722202637474,33.379413466328124
73,0.0160515739743069,0.01,9.91952468795108,1.983904937590216,0.7366459153645568,0.07366459153645569,-0.1370530004882934,0.01,0.6658957013453187,0.1,1.0636163173770399,17.636828970490793,16.573212653113753,4.635374897105145,4525.662236465046,14.618345464870616,13.982423422644889,13.893790111520062,1.3575043031428642,49.20923444155873
75,0.7969467888206144,0.01,9.820761118950843,1.9641522237901687,0.15183607398712515,0.015183607398712516,-0.11156191307638284,0.01,0.8828814721265504,0.1,0.8949551083641705,12.790203015378308,11.895247907014138,4.479435303336286,5603.736663429911,10.092983467175857,9.638297421021997,9.557844556829142,6.586050164105234,39.3057989010252
80,0.12353912440142112,0.01,9.998632115384215,1.999726423076843,0.5681625135281767,0.056816251352817676,0.17332706421905636,0.01,0.8036761146579599,0.1,0.9750376435317882,16.12094182558442,15.145904182052632,4.545860863386755,4883.8470122876915,13.40679798610959,12.865262384711473,12.790685156015478,1.7600598001269003,51.828267525353894
82,0.9778483579576298,0.01,9.526092678710937,1.9052185357421874,0.5597929938931117,0.05597929938931117,-0.07646204772679854,0.01,0.8238741217162495,0.1,1.1048869505023262,16.813878572617824,15.708991622115498,4.58250201967758,5155.108851567576,13.522208985380093,12.95674778885893,12.8504410704549,1.7863746258155968,30.5086175677806
83,0.4787022387838722,0.01,9.120187862850953,1.8240375725701907,0.9429048787275457,0.09429048787275457,-0.11700466000891555,0.01,0.7812801944048332,0.1,1.0230663494191354,17.756745026281596,16.73367867686246,4.621607592258202,4963.416052158969,14.790108827444069,14.227742248063379,14.139303914955438,1.0605523659496856,17.506802694214677
86,0.1500351217973681,0.01,10.02917704874049,2.005835409748098,0.570435799558545,0.0570435799558545,0.1502292128044801,0.01,0.7179855485242636,0.1,1.1671758566598243,17.267493436883957,16.100317580224132,4.5988815010777655,4460.605798814422,13.961909238570886,13.292084353710539,13.191604282601414,1.7530456552234115,59.34051662295738
89,0.3440673126160759,0.01,9.847649097632674,1.969529819526535,0.6186832414421718,0.06186832414421718,-0.05464282198276979,0.01,0.523256274011603,0.1,1.4951010280024946,19.869421253645676,18.37432022564318,4.766559034119575,3854.9443508538607,15.440598523653819,14.731468186455755,14.535198047855555,1.6163360068861181,52.99148136069931
90,0.3246504033406483,0.01,9.405998504490084,1.8811997008980168,0.6999230813988253,0.06999230813988254,-0.03821625858175959,0.01,0.6749053254916823,0.1,1.2511268570816476,18.350598330358935,17.099471473277287,4.6590523022217685,4365.590711631901,14.747630032549749,14.03921236374836,13.921440072071537,1.4287284225596026,27.8937284788267
92,0.9232624284403244,0.01,9.870401503776094,1.9740803007552188,0.3193643113760651,0.03193643113760651,0.0016910334335594468,0.01,0.6458237409759814,0.1,1.5125256432794458,17.813561151448205,16.30103550816876,4.653639473807611,4214.788552130122,13.336004089423222,12.537544250805288,12.372587936612026,3.131220253419166,54.820884544337844
93,0.29443276816625263,0.01,9.594863581635863,1.9189727163271728,0.6637293873012905,0.06637293873012905,-0.17791200295115264,0.01,0.7061750908998535,0.1,1.0661630099780126,17.38218604352569,16.316023033547676,4.642064615958164,4697.822139679593,14.307616532494233,13.691468849034102,13.599266603703036,1.5066381256161923,32.6618367885295
99,0.04770902507998653,0.01,10.064571981619055,2.012914396323811,0.56752369197137,0.056752369197137,-0.10818525768279855,0.01,0.6601969312743862,0.1,1.0860183901381113,17.14047100572311,16.054452615585,4.622203157643003,4503.103450384084,14.05334495561512,13.40764809070837,13.31571745219639,1.7620409758161202,59.79297742800323
101,0.7987715857663794,0.01,9.916159619646946,1.9832319239293892,0.6148202718535217,0.06148202718535217,0.0049824839068851046,0.01,0.7319185033480495,0.1,1.242831484500794,17.773520392134337,16.530688907633543,4.596622536375969,4669.946046278078,14.1179807984397,13.441031464458314,13.321772153478529,1.6264915875094075,53.05103454909979
104,0.09998738975086707,0.01,9.445292959487876,1.8890585918975753,0.2081631089533495,0.02081631089533495,0.09664955598286806,0.01,1.035391426662759,0.1,0.6572000599677139,12.142025033539888,11.484824973572174,4.455877293949146,5774.4499917296735,10.288924767614338,9.943749550076245,9.903307436504983,4.803925176886676,19.277556330646163
108,0.38983995017677586,0.01,9.798634122812759,1.9597268245625519,0.2676794053448236,0.02676794053448236,0.02531788399075849,0.01,0.5124052258760664,0.1,1.5259504859798483,18.361352015981954,16.835401530002105,4.778924477156321,3779.2644148256586,13.735736056061496,13.02284084940554,12.815697124317827,3.735812244172479,50.25327472412752
111,0.3822046824339721,0.01,9.933921735742043,1.9867843471484088,0.620609884495447,0.0620609884495447,0.085630812821537,0.01,0.883292390579892,0.1,0.8761382253763532,15.657668108012768,14.781529882636415,4.4786372754178245,5346.265969534632,13.154682312229108,12.697778990484661,12.629110048906494,1.6113181967976478,44.758713880880904
112,0.4808787865793046,0.01,10.096394780156682,2.0192789560313367,0.13716563710918608,0.01371656371091861,-0.1856903381761275,0.01,0.5569163091869407,0.1,1.4409531380075844,16.037017638298956,14.596064500291371,4.710623872352078,4064.1392316393535,11.828600286654778,11.094541592805147,10.924102689149127,7.290455693389035,71.42554892925476
113,0.35486540080554496,0.01,9.548669607177438,1.9097339214354876,0.1962742750427127,0.01962742750427127,0.14421336654905031,0.01,0.8743941617044212,0.1,0.9506415233914254,13.637489989508053,12.686848466116627,4.560120899053898,5139.790619179725,10.953336066914105,10.454767888597969,10.378774028543386,5.094911188857442,28.885614045984184
114,0.22896207380617506,0.01,9.93698290482971,1.9873965809659422,0.9765264507663696,0.09765264507663696,-0.18277254978713842,0.01,0.6472372344670103,0.1,1.157359693990749,18.745518941987932,17.588159247997183,4.648721263140054,4452.273665807705,15.407120355270122,14.731211722555226,14.625636069850891,1.024037801756633,52.576186824975174
116,0.49143101362811714,0.01,9.643591631346126,1.9287183262692253,0.43014372074871987,0.04301437207487199,0.18139798878790997,0.01,0.9417021507320127,0.1,0.9140550515803749,14.984453387650571,14.070398336070197,4.510168847312851,5370.69045799022,12.375000849534725,11.915725919555102,11.841142877491414,2.324804365990448,31.81793094960337
117,0.21035491709217968,0.01,10.040489656092424,2.008097931218485,0.29605702404516154,0.029605702404516154,-0.13996064840977385,0.01,0.7715831682497952,0.1,0.8647548513687973,14.376925207591185,13.512170356222388,4.536021729772431,5158.918746593434,11.903132331553316,11.416203286359178,11.350279550421781,3.3777276631932116,50.79777139849582
121,0.038380422905930245,0.01,9.591353381564842,1.9182706763129684,0.26146763082568547,0.02614676308256855,0.011107565156020044,0.01,0.7235502410003418,0.1,1.0852498635494872,15.325321631058843,14.240071767509356,4.629554946635035,4531.29992420037,12.2650780132472,11.626577451707764,11.537938764523641,3.824565193183233,32.825939983032484
123,0.4752132607965702,0.01,9.936740614396204,1.987348122879241,0.6590791879286032,0.06590791879286033,0.15308837439865058,0.01,0.7456155805735075,0.1,1.2243950110397073,17.783338575580835,16.558943564541128,4.597002515381184,4543.58709751971,14.259070473277761,13.579970534022191,13.468349951224704,1.5172683621567005,54.056225626659774
127,0.32201309560300606,0.01,9.632953717389828,1.9265907434779657,0.14433444668488513,0.014433444668488513,0.09645771375434192,0.01,0.7033376359728664,0.1,1.2354149544383226,14.698253122585252,13.462838168146929,4.633159810909766,4414.572959017725,11.148370435488236,10.452862801999554,10.339032978206616,6.9283530229150845,36.95432529060752
128,0.9510648299088198,0.01,9.707295158325184,1.9414590316650369,0.05323063927332539,0.00532306392733254,-0.19346944203430896,0.01,0.9039767625241227,0.1,0.882904238169667,10.484091382277587,9.60118714410792,4.478623670306711,5770.130055396815,7.761588676895599,7.31817386968603,7.235090111478502,18.786173032137786,33.756219176890845
129,0.08056924625269091,0.01,9.925868455473857,1.9851736910947715,0.9778757392694863,0.09778757392694865,0.10515030591188118,0.01,0.8131117939679912,0.1,0.9297231708495985,17.12918361969894,16.19946044884934,4.548657557636887,4951.276611848663,14.544652669344313,14.024639521093718,13.955807794987193,1.0226248181052549,45.96155964453269
130,0.6348512019000075,0.01,10.016934936561844,2.003386987312369,0.91058734456661,0.091058734456661,0.02441724070073134,0.01,0.6314062672905134,0.1,1.4462139029940602,19.835158740370574,18.388944837376513,4.65241528230632,4173.089019106497,15.592961995889375,14.819728281460495,14.66474520723723,1.0981922887100366,64.69392667095606
133,0.6551699948915087,0.01,9.894294542190979,1.9788589084381958,0.20055811042037278,0.02005581104203728,-0.07339516769690949,0.01,0.5072763489930677,0.1,1.5973911207409266,17.961937919439602,16.364546798698676,4.779967897763025,3826.440071945549,13.16300150708371,12.426285353429975,12.208981356885165,4.986086067045532,57.86721078950222
134,0.3111512979644062,0.01,10.091365248806417,2.0182730497612833,0.9489522846813595,0.09489522846813596,0.12400634214870349,0.01,0.5033102896211709,0.1,1.4990784665201353,21.208274972029066,19.70919650550893,4.779788263748379,3718.257015886668,16.53631055256445,15.832291732967194,15.624751142080845,1.0537937640729549,72.23727416178548
135,0.502386533409346,0.01,10.144115006368128,2.0288230012736257,0.26436103241870007,0.02643610324187001,-0.09412514837751745,0.01,0.6884465370784674,0.1,1.1381315175419982,15.591851020593653,14.453719503051655,4.594482016941104,4681.196358004711,12.273352359159459,11.62853599196373,11.52497065395365,3.7827057598117593,67.76436830784405
136,0.6358411691170808,0.01,9.816979829021802,1.9633959658043605,0.30011262132679833,0.030011262132679836,0.062033076250767816,0.01,0.5502928958496968,0.1,1.5742038247098122,18.583863962690916,17.009660137981104,4.7425032119737764,3853.478304456472,13.816472057290783,13.065010848690237,12.857566772466052,3.3320824548431136,52.138780068144115
138,0.9114266633622082,0.01,9.948879694162043,1.9897759388324088,0.5883124050799102,0.058831240507991024,-0.18670682681224254,0.01,0.8121657055214747,0.1,0.9953951473812239,16.37540821749979,15.380013070118565,4.522224978240465,5377.2592147876985,13.37478997839405,12.863284713993716,12.769163766920398,1.6997771785284221,49.24071116624517
140,0.9052739564129179,0.01,9.929764649712098,1.9859529299424197,0.5246907281946,0.052469072819460005,0.1665448932390951,0.01,0.6980077116325409,0.1,1.462315544850565,18.47204560435889,17.009730059508325,4.621913006886304,4321.560520820063,14.156161106781177,13.374822291756384,13.222705764364974,1.9058846407309007,58.22084166219171
142,0.40910493669978365,0.01,8.913475871472388,1.7826951742944777,0.11374133295804024,0.011374133295804025,-0.1614168631910464,0.01,0.9774490115000775,0.1,0.6953160907306213,11.319721656832026,10.624405566101405,4.521312678702462,5886.294657727356,9.24350995457536,8.876670578199198,8.824875509856186,8.791878677638717,10.358259610080513
143,0.16455589174004692,0.01,10.0650211375311,2.01300422750622,0.8401767758681005,0.08401767758681006,0.043944340041676855,0.01,0.7366781641373236,0.1,1.0362832222773122,17.46834258890677,16.432059366629456,4.57059021173854,4718.931547186958,14.535134108163428,13.938920358647648,13.85512333938522,1.1902257104961804,58.33576956712982
147,0.08861422562626842,0.01,10.097759065120147,2.0195518130240298,0.5060172410925468,0.050601724109254675,0.010645183264102742,0.01,0.7455937925470569,0.1,0.9713618603343708,16.05218247101512,15.080820610680748,4.558640662451886,4809.032234552096,13.320023140708589,12.757698989579385,12.682977663946994,1.9762172487263285,58.632801710754165
149,0.5383354842165893,0.01,10.051321147749551,2.0102642295499105,0.13814913399824777,0.013814913399824777,0.16883057338741853,0.01,0.5921968799370682,0.1,1.5172233422318353,16.41748901597555,14.900265673743716,4.692483877543763,3921.910212180378,11.842865334727511,11.083613640093345,10.895730450253174,7.238554242494807,69.03125522218463
151,0.8292437108399204,0.01,10.091641670678477,2.0183283341356955,0.425290993740068,0.042529099374006805,-0.12435502536617148,0.01,0.8137717907758831,0.1,0.9660357041255647,15.37009579651621,14.404060092390646,4.458764293419245,5401.5211438153765,12.472847164686236,11.974862094289588,11.885924835422417,2.351331240772021,57.99541133942517
153,0.6769178462964316,0.01,9.97817642807208,1.9956352856144162,0.040574582368808,0.0040574582368808005,0.06351285655986033,0.01,0.7452511655631987,0.1,1.2088461925292364,11.658399446021917,10.449553253492681,4.584472869614101,4680.994942756715,8.132860093115712,7.472515127666143,7.359626098764381,24.645971483091767,56.611503899861496
154,0.13957078548296964,0.01,9.562085620314647,1.9124171240629295,0.9568459097640263,0.09568459097640264,-0.03623868405453515,0.01,0.5623938311378087,0.1,1.3963876443205265,20.13838192447381,18.741994280153282,4.734155446679199,3957.1157471981187,16.084077226168464,15.38206301422188,15.214523636257939,1.04510035502646,35.79220808529932
161,0.5142742102318469,0.01,9.90866911944605,1.98173382388921,0.12290221034569905,0.012290221034569906,-0.16993343194344637,0.01,0.6966142195386448,0.1,1.1011692256238135,13.80771381381097,12.706544588187157,4.6156226769268605,4769.182744975648,10.591853499989469,9.97260513641149,9.872718298860383,8.136550166080841,49.43939026372602
165,0.8515590322672755,0.01,9.350506446755723,1.8701012893511448,0.7424746389969178,0.07424746389969178,-0.11991099009326725,0.01,0.919288687946862,0.1,0.8995168632962898,16.34414966019962,15.44463279690333,4.53443147198845,5650.433600339397,13.624487292187236,13.173271584674582,13.091323433563554,1.3468473500333946,21.736508909304373
166,0.46678160503133115,0.01,9.20768364353967,1.8415367287079343,0.7742367018200446,0.07742367018200447,0.15685966363299886,0.01,0.8085948266912872,0.1,1.143169945986397,17.69901237218117,16.555842426194772,4.610929149576381,4729.0175007927755,14.429753000443876,13.808066925462732,13.707574718130102,1.2915946733721615,20.746570199926985
167,0.2470361920211397,0.01,9.443950192856759,1.8887900385713519,0.5923558856473674,0.05923558856473674,0.09231291716067369,0.01,1.0681923738779857,0.1,0.6643188779554645,14.351066021583565,13.6867471436281,4.423831553829649,5891.1615354170735,12.434403225841223,12.093092161100413,12.048295897004248,1.6881743293681144,19.447390271566082
169,0.1210114393584667,0.01,9.767552321383054,1.9535104642766108,0.31332631121207377,0.03133263112120738,0.07175819151284502,0.01,0.7313096174805583,0.1,1.0947966968456289,15.674781645348816,14.579984948503187,4.611402294567839,4575.582032235796,12.580167106531992,11.947018390409035,11.856369557639196,3.1915608878539206,41.22254847024556
171,0.34511125417729616,0.01,9.359708463114565,1.871941692622913,0.7629973198401884,0.07629973198401885,0.006814821087463313,0.01,1.0876623204687148,0.1,0.6410724685361036,14.792179601311634,14.15110713277553,4.4069387472135375,6045.518777579811,12.892132808485256,12.562032544285515,12.516816242735937,1.3106205932800032,16.86829010543166
172,0.8870959968121127,0.01,10.08771964165947,2.0175439283318943,0.5888121762552846,0.05888121762552846,0.13312890261504046,0.01,0.8795705692208116,0.1,1.0281709708194207,16.03686406484319,15.00869309402377,4.414505419147719,5349.766557892548,13.005716197563158,12.498170626740835,12.403059584734072,1.6983344440323553,59.77825617351008
174,0.5229962385160397,0.01,9.712822164509442,1.9425644329018885,0.3886506217315561,0.038865062173155614,0.04222372895012877,0.01,0.7745617685592023,0.1,1.1175834773235618,16.135659636142712,15.01807615881915,4.593567760081857,4789.286404734671,12.909678949128368,12.297436619381022,12.19844497415611,2.5730050180923354,38.87844724236783
175,0.7176070764112339,0.01,10.088399778858063,2.0176799557716127,0.5413943976259246,0.05413943976259246,-0.15660037407280014,0.01,0.687974055779679,0.1,1.1710522226683757,17.32564812214782,16.154595899479443,4.602648252150448,4741.749498338391,13.867004698680937,13.218206713164474,13.106549189446872,1.8470822830548537,64.06923712685985
179,0.3872094421937926,0.01,10.043699497037581,2.0087398994075163,0.12031048867858796,0.012031048867858796,-0.07830544916243953,0.01,0.6391772800582034,0.1,1.261889431618382,14.593330832262438,13.331441400644056,4.638964092950152,4363.974851751253,10.936787793528604,10.221703647095868,10.100476441481096,8.311827264466704,62.811439999731995
